"product_id","special_offer_label","product_name","top_note","heart_note","base_note","brand","brand_id","selling_price","website_id"
570,特價,Azzaro Chrome Summer for men (Limited Edition 2015) 100ml,粉红葡萄柚、柚子、粉红胡椒,蒂阿尔花，红色花素,麝香、香草、木质元素,Azzaro,103,380.00,3
580,特價,Armani Si Fiori EDP for women (100 ML / 3.4 FL OZ),葡萄柚、荳蔻、龍蒿,叶樺、肉荳蔻油、雪松,檀香木、香根草、零陵香木,Armani,127,950.00,3
581,特價,Armani Si EDP (100 ml / 3.4 FL OZ),佛手、香豌豆、橘子,金色的木瓜、天竺葵叶、小蒼蘭,尖錦緞、廣藿香、百葉薔薇玫瑰,Armani,127,950.00,3
583,特價,Armaf Club De Nuit Urban Man (100 ML / 3.4 FL OZ),荔枝、柚子、菠蘿葉、橘子,牡丹、桃花、梨花,白麝香、白木,Armaf,90,390.00,3
584,特價,Armaf Italiano Uomo (100 ML / 3.4 FL OZ),青檸檬、磨砂梨、白杏,蜜餞杏仁、白芍、糖,香草、琥珀、红木、香醋黑香豆,Armaf,90,290.00,3
585,特價,Armaf Derby Blanche White (100 ML / 3.4 FL OZ),"肉桂, 薰衣草, 香柠檬","皮革,金合欢","烟草叶, 愈创木, 愈伤草, 橡苔",Armaf,90,305.00,3
586,特價,Armaf Hunter for men (100 ML / 3.4 FL OZ),紫羅蘭葉、木瓜、茉莉,玫瑰、玫瑰葉、玫瑰花蕾、山谷百合,保加利亞玫瑰絕對香氣、白麝香、琥珀,Armaf,90,312.00,3
587,特價,Armaf Just for you for men (100 ML / 3.4 FL OZ),綠色杏仁、冰梨、檸檬草、意大利青檸,糖衣杏仁、牡丹,红色木材、琥珀、芳香草药,Armaf,90,293.00,3
588,特價,Armaf Club De Nuit for men (106 ML / 3.6 FL OZ),橘子、玫瑰、金銀花,茉莉、蒂亚雷花、软牡丹,广藿香、檀香、麝香,Armaf,90,323.00,3
589,特價,Armaf Club De Nuit Intense for men (106 ml / 3.6 FL OZ),石榴，立花,金銀花、菩提樹開花,琥珀、广香、果仁糖,Armaf,90,467.00,3
282,特價,Moschino Friends for men (125 ML / 4.2 FL OZ),葡萄柚、卡拉布里亚、佛手柑,迷迭香,"海地, 香根草",Moschino,10,790.00,3
289,特價,Moschino funny for women (100 ML / 3.4 FL OZ),苹果、意大利柑橘、血葡萄柚,桃子、覆盆子叶、橙花,牛奶慕斯、香草、琥珀、澳大利亚檀香木,Moschino,10,490.00,3
290,特價,Mont blanc Emblem EDT for men (100 ml / 3.4 FL OZ),橙、橘子、柠檬马鞭草、橙花,甜香、丁香、百合、茉莉,"香草, 琥珀, 木香, 檀香",MontBlanc,109,497.00,3
590,特價,Armaf Club De Nuit Intense for women (106 ml / 3.6 FL OZ),粉红胡椒，枸杞，杏花蜜,紅色馬蹄蓮，乳膠，濃縮咖啡,檀香木，琥珀，藏红花,Armaf,90,323.00,3
592,特價,Giorgio Armani Code Eau De Toilette for men (75 ML / 2.5 FL OZ),佛柑手、香菜、四川辣椒,红茶、紫罗兰叶,雪松，白麝香,Armani,127,799.00,3
593,特價,Armaf Tres Bon (100 ML / 3.4 FL OZ),"李子, 酸樱桃, 覆盆子",夜蘭花、小蒼蘭、鳶尾,琥珀、麝香、香草,Armaf,90,345.00,3
594,特價,Armaf Tag Him (100 ML / 3.4 FL OZ),荔枝、獼猴桃,茉莉花、白巧克力,鳶尾根、麝香、樹林,Armaf,90,290.00,3
595,特價,Armaf Tres Nuit for men (100 ML / 3.4 FL OZ),小荳蔻、香檳、橘子、橘子,玫瑰、百合、桃子,乳香、羊绒木、檀香,Armaf,90,330.00,3
596,特價,Abercrombie & Fitch Authentic for women (100 ml / 3.4 FL OZ),梨花、荷花、白玉兰,仙客来，茉莉，晚香玉,金发木、香草、檀香木,Abercrombie & Fitch,57,405.00,3
599,特價,Abercrombie & Fitch First Instinct for men (100 ML / 3.4 FL OZ),葡萄柚,豆蔻果实,琥珀，巴西玫瑰木,Abercrombie & Fitch,57,395.00,3
601,特價,Nina Ricci Premier Jour (100 ml / 3.4 FL OZ),甜酒黑醋栗、西西里佛手柑,橙花、玫瑰、埃及茉莉,金发碧眼的树林、琥珀、广藿香、香草,Nina Ricci,80,570.00,3
602,特價,Aramis Eau De Toilette for men (110 ML / 3.7 FL OZ),葡萄柚、佛手柑、豆蔻、薄荷,姜、肉豆蔻、雪松、薰衣草,檀香，香根草，橡苔，广藿香,Aramis,123,392.00,3
603,特價,Nina Ricci Les Gourmandises De Lune for women (80 ML / 3 FL OZ),罗勒、紫罗兰、佛手柑,薰衣草、檀香、胡椒、鼠尾草,岩玫瑰，琥珀，麝香，广藿香,Nina Ricci,80,535.00,3
604,特價,Nina Ricci Nina EDT for women (80 ML / 2.8 FL OZ),橙色、佛柑手,黑醋栗、绿茶,波斯树脂，檀香，麝香,Nina Ricci,80,656.00,3
606,特價,Paco Rabanne Pure XS for men (100 ML / 3.4 FL OZ),佛柑手、橘子、粉红胡椒,桦树、雪松、肉豆蔻,皮革，乳香,Paco Rabanne,115,605.00,3
607,特價,Nina Ricci L’Air du Temps (100 ML / 3.4 FL OZ),佛柑手、葡萄柚、桃子、橙子,天竺葵、茉莉、荔枝、玫瑰,麝香，广藿香，香草，香根草,Nina Ricci,80,555.00,3
609,特價,Paco Rabanne Ultraviolet for men (100 ml / 3.4 FL OZ),天竺葵、藏红花、玫瑰,香菜、肉荳蔻、紫羅蘭、胡椒,琥珀、沉香、香草、广藿香,Paco Rabanne,115,490.00,3
610,特價,Paco Rabanne Olympea Eau De Parfum (80 ML / 3 FL OZ),香檸檬、檸檬,八角、橄欖開花、癒創木頭,皮革，烟草，唐卡豆,Paco Rabanne,115,727.00,3
632,特價,Ralph Lauren Polo Big Pony Blue #1 (100 ML / 3.4 FL OZ),含羞草、 橙、 热情果、 桃子,金银花、石竹、欧洲露莓花、星茉莉、蒂亚雷、依兰,通卡豆、紫罗兰叶、香根草、白色木材,Ralph Lauren,121,410.00,3
633,特價,Ralph Lauren Polo Black (125 ml / 4.2 FL OZ),苹果、 铃兰、 臭氧、 蜜桃,飞燕草、茉莉、含羞草、晚香玉,橡树苔，麝香，费洛蒙，檀香，依兰,Ralph Lauren,121,688.00,3
639,特價,Salvatore Ferragamo Signorina In Fiore (100 ML / 3.4 FL OZ),酸桃櫻、黑醋栗,橙花、桃、玫瑰,杏仁、香草、麝香,Salvatore Ferragamo,8,600.00,3
651,特價,Salvatore Ferragamo Signorina Eau de Parfum (100 ML / 3.4 FL OZ),兰花、柑桔,黑香草,烏木、木香,Salvatore Ferragamo,8,540.00,3
612,特價,Davidoff Cool Water for women (50 ML / 1.7 FL OZ),佛柑佛手、葡萄柚、柠檬、粉红,姜、薄荷、肉豆蔻、薰衣草,广藿香，雪松，檀香，香根草,Davidoff,29,275.00,3
615,特價,Paris Hilton Platinum Rush (100 ML / 3.4 FL OZ),杜松子酒、猕猴桃甜瓜,辛辣的四川辣椒、通風的紫羅蘭葉、濃郁的柑橘,麝香,Paris Hilton,105,347.00,3
616,特價,Paris Hilton Heiress (100 ML / 3.4 FL OZ),橘子、甜豌豆,兰花、梔子花,檀木、麝香,Paris Hilton,105,435.00,3
617,特價,Paris Hilton for women (100 ML / 3.4 FL OZ),醛、栀子、艾蒿、三叶草、佛手柑、百里香没药,广藿香、鼠尾草、oris 根、茉莉、豆蔻,皮革、檀香、琥珀、麝香、椰子、香根草、橡苔,Paris Hilton,105,365.00,3
619,特價,Parfums de Marly Galloway (125 ML / 4.2 FL OZ),阿馬爾菲檸檬、酸橙,澳洲青蘋果、牡丹、果仁、曼陀羅,蘋果樹、麝香,Parfums De Marly,85,3164.00,3
620,特價,Giorgio Armani Code Profumo pour homme EDP (110 ml / 3.7 FL OZ),生姜、绿色元素、百里香、佛手柑、葡萄柚,香草、肉桂、皮革、酒、苹果,雪松、糖、咖啡、广藿香、木质元素,Armani,127,1285.00,3
621,特價,Azzaro pour homme EDT (50 ML / 1.7 FL OZ),康乃馨、桃、橙花、玫瑰、巴西玫瑰木,迷迭香、康乃馨、梔子、紫、蘭、鳶尾根、依蘭,香料、琥珀、鳶尾花、麝香、安息香,Azzaro,103,310.00,3
622,特價,Prada Luna Rossa for men (100 ML / 3.4 FL OZ),琥珀、薄荷,香根草、辣椒,橡苔、香草,Prada,124,1065.00,3
623,特價,Prada Luna Rossa Eau Sport for men (75 ML / 2.5 FL OZ),綠柑橘、茉莉花水、姜花,香草、鹽,龙涎香、羊绒木、檀香木,Prada,124,721.00,3
624,特價,Prada Candy Gloss Eau De Toilette (80 ml / 2.7 FL OZ),酒浸櫻桃，桃子花蜜，克里普斯粉紅色蘋果,橙花，兰花，紫羅蘭,水晶麝香，香草，廣Pat香,Prada,124,640.00,3
625,特價,Prada La Femme Eau De Parfum (100 ml / 3.4 FL OZ),檸檬皮，佛手柑，油桃,兰花，玫瑰，紫羅蘭,香草，果仁糖，羊绒木,Prada,124,1064.00,3
291,特價,Narciso Rodriguez Rouge for women (90 ML / 3 FL OZ),胡椒、覆盆子、无花果、鼠尾草、艾草、小茴香、佛手柑,薄荷、琥珀、薰衣草、广藿香、罗勒,皮革、香草、通卡豆、羊绒木、愈创木、香豆素、檀香木,Narciso Rodriguez,5,830.00,3
296,特價,Mont Blanc Individuelle for men (75 ML / 2.5 FL OZ),石榴、西番莲果,羊绒木,香草、麝香,MontBlanc,109,343.00,3
303,特價,Mercedes Benz Intense Eau De Toilette for men (120 ML / 4 FL OZ),柠檬、覆盆子,玉兰、金银花,琥珀、羊绒木、麝香,Mercedes Benz,97,508.00,3
309,特價,Masaki Matsushima Masaki (80 ml / 2.7 FL OZ),绿色调、柠檬、佛手柑,肉豆蔻、丁香、鼠尾草、肉桂,烟草、琥珀、橡树苔、雪松、麝香、拉巴丹奴姆,Masaki Matsushima,88,490.00,3
316,特價,Lanvin Arpege EDP (100 ml / 3.4 FL OZ),佛手柑、橙花、粉红胡椒,橙花、茉莉、玫瑰、金银花、鸢尾花,香草、麝香、焦糖、拉巴丹奴姆,Lanvin,91,355.00,3
328,特價,Lacoste Essential (125 ML / 4.2 FL OZ),楠,楠,楠,Lacoste,73,450.00,3
338,特價,Kenzo L’Eau Par Kenzo for women (100 ML / 3.4 FL OZ),黑醋栗、蘋果、粉紅胡椒,晚香玉、沙巴茉莉、木兰,广藿香、檀香木、雪松,Kenzo,87,640.00,3
767,特價,Acqua Di Parma Colonia Intensa for men (100 ML / 3.4 FL OZ),佛手柑、豆蔻、苹果,薰衣草、迷迭香、胡椒,零陵香豆、琥珀、檀香,男士香水 (Men's Perfume),92,1152.00,3
779,特價,Salvatore Ferragamo F Free Time Cologne for men (100 ml / 3.4 FL OZ),木犀草、柑橘、鼠尾草,藍色風信子、鳶尾花、油桃、桃子花、紅色仙客來、野玫瑰,檀香、雪松、麝香,Salvatore Ferragamo,8,386.00,3
788,特價,Miu Miu L’eau Rosee Eau De Toilette (50 ml / 1.7 FL OZ),橘子、香檸檬、葡萄柚,柑橘类,琥珀、麝香,Miu Miu,78,666.00,3
801,特價,Paco Rabanne Lady Million Prive EDP (80 ML / 3 FL OZ),Labdanum，肉荳蔻，姜，檀香，廣藿香，香根草，檸檬,楠,楠,Paco Rabanne,115,695.00,3
450,特價,Ferrari Scuderia Red (125 ML / 4.2 FL OZ),蘋果、柑橘,天竺葵、肉桂温暖、丁香,檀香木、香根草、雪松,Ferrari,99,285.00,3
457,特價,Escada Magnetism Eau De Parfum (75 ML / 2.5 FL OZ),胡椒、葡萄柚、小学,香根草、雪松、天竺葵,广藿香、劳丹脂、香草,Escada,69,445.00,3
682,特價,Versace Woman Eau De Parfum (100 ml / 3.4 FL OZ),茉莉花,木香,琥珀,Versace,62,445.00,3
505,特價,Azzaro Wanted for men (100 ml / 3.4 FL OZ),西瓜、 橘子、 蓝莓,"提亞爾花, 晚香玉, 菠蘿",檀香、麝香、氨溴索,Azzaro,103,488.00,3
511,特價,Calvin Klein CK eternity moment (100 ml / 3.4 FL OZ),佛柑手,薰衣草,雪松，檀香，香根草，龙涎香,Calvin Klein,65,458.00,3
519,特價,Calvin Klein CK Escape for women (100 ML / 3.4 FL OZ),佛柑手、胡荽、罗勒,荳蔻、生薑、橙花,雪松、龍涎香、煙草,Calvin Klein,65,397.00,3
526,特價,Calvin Klein CK One Shock for him (200 ML / 6.8 FL OZ),木瓜花、橙花,朱頂紅、水仙、荷花,麝香,Calvin Klein,65,375.00,3
531,特價,Calvin Klein Reveal EDP (100 ml / 3.4 FL OZ),橘子、香檸檬、葡萄柚,柑橘类,琥珀、麝香,Calvin Klein,65,426.00,3
541,特價,Bvlgari Extreme for men (100 ml / 3.4 FL OZ),西番蓮、佛手柑,兰花、玫瑰,琥珀、广藿香、苔、皮革,Bvlgari,13,990.00,3
549,特價,Burberry Weekend for men (100 ML / 3.4 FL OZ),桉樹、冬瓜、杜松、葡萄柚、芒果、佛手柑,迷迭香、柏木、杉木、鼠尾草、白樺樹,檀香，琥珀，广藿香，橡苔和香根草,Burberry,20,393.00,3
553,特價,Bvlgari Petits et Mamans (100 ml / 3.4 FL OZ),佛柑手、紅果桃貝利尼,牡丹、粉色百合、茉莉,檀香、麝香、香草花,Bvlgari,13,745.00,3
556,特價,Bvlgari Pour Homme (100 ML / 3.4 FL OZ),橘子,甜豌豆,劳丹,Bvlgari,13,1200.00,3
561,特價,Burberry Touch for women (100 ML / 3.4 FL OZ),青蘋果，黑加侖,茉莉，苔蘚，檀香，雪松,麝香，香草,Burberry,20,457.00,3
502,特價,Calvin Klein Ck All unisex (100 ML / 3.4 FL OZ),荔枝、李子、梨花蜜、草莓蛋白,紫羅蘭花瓣、茉莉花,琥珀、芳香草药、柚木,Calvin Klein,65,308.00,3
569,特價,Azzaro Pour Homme Edition Noire (100 ML / 3.4 FL OZ),鱼子酱、石灰、百香果、姜、胡椒,香料、伏特加、杜松子酒、薄荷,琥珀，木材，皮革,Azzaro,103,560.00,3
572,特價,Azzaro Silver Black for men (100 ML / 3.4 FL OZ),佛手柑、生薑、鹽,木兰花、木瓜,蜂蠟、珍貴的木材、琥珀,Azzaro,103,306.00,3
576,特價,Azzaro pour homme (100 ML / 3.4 FL OZ),意大利柑橘皮、香菜葉,赛柏、香根草、赛普拉斯,安息香,Azzaro,103,380.00,3
582,特價,Armaf Blue Homme for men (100 ML / 3.4 FL OZ),木犀草、柑橘、鼠尾草,藍色風信子、鳶尾花、油桃、桃子花、紅色仙客來、野玫瑰,檀香、雪松、麝香,Armaf,90,333.00,3
591,特價,Armaf Club De Nuit Eau De Parfum for women (106 ml / 3.6 FL OZ),小柑橘、豆蔻、柠檬、橙、冷杉、海洋气息,茉莉、玫瑰、铃兰、鼠尾草,香根草、麝香、橡树苔、巴西花梨木、檀香木,Armaf,90,323.00,3
600,特價,Abercrombie & Fitch First Instinct Eau De Parfum for her (100 ml / 3.4 FL OZ),黑加侖、綠柑,橙花、橡苔、玫瑰,香草、白麝香,Abercrombie & Fitch,57,380.00,3
605,特價,Nina Ricci Nina L’extase (80 ML / 2.8 FL OZ),小豆蔻、雪松、迷迭香、葡萄柚,依兰、晚香玉、乳香,雪松，檀香，香根草,Nina Ricci,80,605.00,3
608,特價,Paco Rabanne Ultraviolet Eau De Parfum (80 ML / 3 FL OZ),檸檬、黑醋栗、蘋果、佛手柑、菠蘿,玫瑰、茉莉、樺木,香草、龍涎香、麝香、廣藿香,Paco Rabanne,115,495.00,3
611,特價,Paco Rabanne one Million Eau De Toilette for men (100 ML / 3.4 FL OZ),佛手柑、柠檬、辣味,紫罗兰、粉红胡椒、薰衣草,檀香，香草，琥珀，麝香,Paco Rabanne,115,775.00,3
614,特價,Paris Hilton Just Me for women (100 ML / 3.4 FL OZ),梨、橘子、橙、红醋栗,玉兰、油桃、山谷的百合花,安布雷特、雪松、檀香,Paris Hilton,105,322.00,3
627,特價,Ralph Lauren Safari for men (125 ML / 4.2 FL OZ),檀香，零陵香豆，广藿香，芒果，鼠尾草，柑橘，柠檬，蒿木。,楠,楠,Ralph Lauren,121,689.00,3
636,特價,Ralph Lauren Polo green men (118 ML / 4 FL OZ),香菜、鳶尾、薰衣草、鼠尾草、羅勒、茴香、佛手、檸檬,"檀香、杜松子、广藿香、香根草、雪松, 小荳蔻",皮革、黑香豆、琥珀、麝香、橡苔,Ralph Lauren,121,665.00,3
643,特價,Roberto Cavalli Florence Eau De Parfum (75 ML / 2.5 FL OZ),血葡萄柚、蔓越莓、檸檬、藏紅花,姜、咖啡、鼠尾草、薰衣草,琥珀、红柏、皮革,Roberto Cavalli,113,470.00,3
649,特價,Salvatore Ferragamo pour Homme (100 ml / 3.4 FL OZ),薄荷、青蘋果、柑橘、雪松,生薑、蘇葉,蕨菜、琥珀、麝香、广藿香、橡苔,Salvatore Ferragamo,8,370.00,3
658,特價,Sean John for men (100 ML / 3.4 FL OZ),八角茴香、橙花、杏,玫瑰、百合、辣椒,麝香、覆盆子、杏仁,Sean John,122,330.00,3
667,特價,Tom Ford Noir Eau De Parfum for men (100 ML / 3.4 FL OZ),檸檬、珀蒂、羅勒、香果,肉桂、雪松、广藿香、檀香、玫瑰,橡苔、皮革、劳丹脂、通卡、香草,Tom Ford,118,1945.00,3
675,特價,Tommy Hilfiger Tommy Girl (100 ML / 3.4 FL OZ),薰衣草、蘋果,黑胡椒,兰花、皮革、琥珀,Tommy Hilfiger,93,467.00,3
626,特價,Prada Candy Florale Eau De Toilette (80 ML / 2.7 FL OZ),青檸，橡樹木，西柚,楠,楠,Prada,124,800.00,3
628,特價,Ralph Lauren Polo Red Extreme (125 ML / 4.2 FL OZ),纳西梨冰糕，石榴,櫻花茉莉花,白麝香，檀香木,Ralph Lauren,121,1120.00,3
629,特價,Ralph Lauren Polo Red Intense (125 ML / 4.2 FL OZ),基調： 麝香，廣藿香，奶凍,楠,楠,Ralph Lauren,121,1119.00,3
630,特價,Ralph Lauren Romance (100 ML / 3.4 FL OZ),"苹果, 柠檬","热带水果, 睡莲, 小苍兰","麝香, 雪松, 檀木",Ralph Lauren,121,790.00,3
631,特價,Ralph Lauren Ralph Fresh (100 ML / 3.4 FL OZ),梨、 红苹果、 芒果,绿色花朵、铃兰、白玉兰,克什米尔麝香、广藿香、Liquidambar、波旁香草,Ralph Lauren,121,1108.00,3
634,特價,Ralph Lauren Polo Blue Eau De Parfum (125 ml / 4.2 FL OZ),桔柑、胡椒,虹膜、橙花,琥珀、麝香,Ralph Lauren,121,867.00,3
635,特價,Ralph Lauren Polo Double Black (125 ML / 4.2 FL OZ),綠橙、青蘋果、荳蔻,橙花、薰衣草、肉荳蔻,顿卡豆、琥珀、皮革,Ralph Lauren,121,850.00,3
637,特價,Ralph Lauren Polo Red Eau De Toilette for men (125 ML / 4.2 FL OZ),苦橙、薰衣草,薄荷、鼠尾草,ambrette、ambroxan,Ralph Lauren,121,875.00,3
638,特價,Ralph Lauren Polo Blue Sport (125 ML / 4.2 FL OZ),香柠檬、香橼,姜、薰衣草,雪松、龙涎香,Ralph Lauren,121,795.00,3
640,特價,Roberto Cavalli Just Cavalli for him (90 ml / 3 FL OZ),蜂蠟、香料,鳳梨、晚香玉、鳶尾花,香根草，香草,Roberto Cavalli,113,400.00,3
641,特價,Roberto Cavalli Nero Assoluto Eau De Parfum (75 ML / 2.5 FL OZ),檸檬酒,牡丹,焦糖、苯偶姻、麝香、蜂蜜,Roberto Cavalli,113,620.00,3
642,特價,Roberto Cavalli Paradiso Azzurro for women (75 ml / 2.5 FL OZ),咖啡 - 血橙 - 黑檀木,楠,楠,Roberto Cavalli,113,545.00,3
397,特價,Hermes Terre D’Hermes for men (200 ML / 6.8 FL OZ),橙、竹、佛手柑,檀香、雪松、白麝香,荳蔻、生薑、琥珀、冷杉樹脂,Hermès,17,1600.00,3
401,特價,Hermes Eau De Narcisse Bleu for men (100 ML / 3.4 FL OZ),玉兰,白玫瑰、茉莉,楠,Hermès,17,999.00,3
402,特價,Hermes Le Jardin De Monsieur Li for Men (100 ML / 3.4 FL OZ),蓝色草莓、橙色,甘草、晚香玉、玫瑰,檀香,Hermès,17,778.00,3
403,特價,Hermes Eau De Neroli Dore for men (100 ML / 3.4 FL OZ),香檸檬、梔子花,梔子、牛奶、玫瑰,麝香，白檀香，鳶尾,Hermès,17,772.00,3
404,特價,Hermes Rocabar for men (100 ML / 3.4 FL OZ),黑莓、檸檬、梨,牡丹、小蒼蘭、覆盆子、玫瑰,檀香，琥珀和麝香,Hermès,17,1127.00,3
405,特價,Hermes Terre D’Hermes for men (100 ML / 3.4 FL OZ),橙、柚、梨、檸檬,玫瑰、玉兰、茉莉、广藿香,麝香,Hermès,17,767.00,3
406,特價,Hermes Un Jardin En Mediterranee Unisex (100 ML / 3.4 FL OZ),苦橙、小蒼蘭、桃花,玉兰、茉莉、玫瑰,麝香、弗吉尼亞州雪松、琥珀,Hermès,17,990.00,3
451,特價,Hermes Equipage for men (100 ML / 3.4 FL OZ),橘子、黑醋栗、小蒼蘭,白色的花、馬達加斯加茉莉、百合、玫瑰,杏皮、檸檬樹木,Hermès,17,929.00,3
729,特價,Le Jardin De Monsieur Li by Hermes Eau De Toilette Spray (unisex Tester) 100ml for Men,薰衣草,草本,麝香,Hermès,17,710.00,3
730,特價,Eau De Narcisse Bleu by Hermes Cologne Spray (Unisex) 200ml for Men,薰衣草,草本,麝香,Hermès,17,1097.00,3
731,特價,Terre D’Hermes by Hermes Pure Perfume Spray 75ml for Men,橙葉、白胡椒,牡丹、玫瑰,广藿香、麝香,Hermès,17,935.00,3
1,特價,Britney Spears Electric Fantasy for women (100 ML / 3.4 FL OZ),小豆蔻、elemi、罗勒、康乃馨、虹膜,广藿香、皮革、香根草、琥珀、果子貍,STYRAX，芳香草药,Britney Spears,83,330.00,3
4,特價,Abercrombie & Fitch Away Weekend for women (100 ML / 3.4 FL OZ),橙子、葡萄柚,胡椒、天竺葵,广藿香、雪松、香根草、安息香,Abercrombie & Fitch,57,557.00,3
8,特價,Elizabeth Arden Sunflowers Eau De Toilette for Women (100 ml / 3.4 FL OZ),香菜、杜松、雪松、佛手柑、檸檬,康乃馨、紫羅蘭、意大利柏樹、雪松、豆蔻,广藿香、安息香、橡苔、加拿大香脂、香草,Elizabeth Arden,66,235.00,3
10,特價,Elizabeth Arden 5th Avenue Eau De Parfum for Women (75 ml / 2.5 FL OZ),橘子、佛手柑、檸檬,橙花、白色夾竹桃、柏樹,无花果叶、麝香、红雪松、杜松、开心果,Elizabeth Arden,66,303.00,3
476,特價,Christian Dior Higher Energy (100 ML / 3.4 FL OZ),香菜、薰衣草,橙花,雪松木,Dior,39,1305.00,3
126,特價,Hermes 24 Faubourg Eau De Parfum for women (100 ml / 3.3 FL OZ),桃子、綠茶、異國水果、佛手柑,油桃、綠茶、油桃花,麝香,Hermès,17,2446.00,3
127,特價,Hermes Eau Des Merveilles Eau De Toilette for Women (100 ml / 3.4 FL OZ),覆盆子、橙花、佛手柑,茉莉、玫瑰,檀香木、琥珀、麝香,Hermès,17,917.00,3
185,特價,Hermes Un Jardin Sur Le Nil Eau De Toilette Spray for women (100 ml / 3.4 FL OZ),肉桂粉、黑胡椒,杜鹃花、天竺葵,广藿香、檀香、阿特拉斯雪松,Hermès,17,893.00,3
732,特價,Eau D’Hermes by Hermes Eau De Toilette Spray 100ml for Men,佛手柑、生姜、苹果,鼠尾草、杜松子、天竺葵,香根草、雪松、琥珀、零陵香豆、乳香,Hermès,17,935.00,3
250,特價,Yves Saint Laurent YSL La Nuit De L’Homme Eau De Parfum (100 ml / 3.4 FL OZ),柑橘橙、海盐、生姜,圣人,琥珀、檀香,Yves Saint Laurent (YSL),27,820.00,3
254,特價,Yves Saint Laurent YSL La Nuit De L’Homme (100 ml / 3.4 FL OZ),橙子、石灰、茉莉花、香檸檬、檸檬、內羅里,仙客来、肉荳蔻、米色諾、香菜、紫羅蘭,琥珀、广藿香橡树、雪松,Yves Saint Laurent (YSL),27,856.00,3
